Row ID,Legacy SKU,Original Product/Service Name,Original Category,Original Source,Current Status,Current Price,Original Matrix v1.1 Price,Conflict,Original Proposed Class,Original Proposed Disposition,Final Jackie Ruling,Final Commercial Status,Canonical SKU,Canonical Product Name,Internal Name / Note,PF Mapping,Release Model Mapping,Production Mode Mapping,Matrix v1.1 Price,Slot Eligibility,Premium Upcharge,Public Visibility,Quoting Status,Contract Status,Superseded By,Effective Date,Jackie Notes,Migration Action,Downstream Remediation,Ruling Source Sheet,Workbook Source SHA-256
CAT-046,JMP-DES-COVER-ADAPT,Cover Adaptation (new format),Design and Production,Worksheet,Active,$95–$150,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DES-COVER-ADAPT,Cover Adaptation (new format),,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-047,JMP-DES-COVER-PREM,Premium Cover Design,Design and Production,Worksheet,Active,$895,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DES-COVER-PREM,Premium Cover Design,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-048,JMP-DES-DEVOTIONAL,Devotional / Curriculum Formatting,Design and Production,Worksheet,Active,$495,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DES-DEVOTIONAL,Devotional / Curriculum Formatting,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-049,JMP-DES-EBOOK,eBook Conversion,Design and Production,Worksheet; Matrix v1.1,Legacy conflict / superseded candidate,$195,JMP-EDT-EB-STD: $350,yes - legacy design SKU price/taxonomy conflicts with Matrix edition add-on,B,SUPERSEDED,MERGE,SUPERSEDED,JMP-EDT-EB-STD,"Standard Ebook, born-accessible",,PF-03,N/A,Standard catalog production,$350,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,JMP-EDT-EB-STD,2026-08-05,Merge into PF-03 / JMP-EDT-EB-STD. Retire the legacy design SKU and $195 price. Standard Digital production is $350 and includes born-accessible EPUB production.,Supersede legacy SKU; remap references to JMP-EDT-EB-STD; do not preserve legacy price as active authority.,"Website catalog, contract schedules, proposal templates, quote worksheets, future Business Central item setup, and author-facing package materials if legacy values remain visible.",Pricing Conflict Register,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-050,JMP-DES-HARDCOVER,Hardcover Formatting,Design and Production,Worksheet; Matrix v1.1,Legacy conflict / superseded candidate,$195,JMP-EDT-HC-STD: $350,yes - legacy design SKU price/taxonomy conflicts with Matrix edition add-on,B,SUPERSEDED,MERGE,SUPERSEDED,JMP-EDT-HC-STD,Hardcover,,PF-02,N/A,Standard catalog production,$350,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,JMP-EDT-HC-STD,2026-08-05,Merge into PF-02 / JMP-EDT-HC-STD. Retire the legacy formatting SKU and use the $350 edition add-on.,Supersede legacy SKU; remap references to JMP-EDT-HC-STD; do not preserve legacy price as active authority.,"Website catalog, contract schedules, proposal templates, quote worksheets, future Business Central item setup, and author-facing package materials if legacy values remain visible.",Pricing Conflict Register,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-051,JMP-DES-ILLUSTRATION,Illustration Integration,Design and Production,Worksheet,Active,$150,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DES-ILLUSTRATION,Illustration Integration,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-052,JMP-DES-INTERACTIVE,Interactive eBook Production  — Coming Soon,Coming Soon Capabilities,Catalog v2.1 delta; Matrix v1.1,Provisional / decision required,Coming Soon,"JMP-INT-EPUB3-STD: Starting at $1,500 after scope cap",PROVISIONAL - evaluate separate SKU vs subordinate capability of JMP-INT-EPUB3-STD. Not public and not activated.,D,PROVISIONAL,MERGE,SUPERSEDED,JMP-INT-EPUB3-STD,Interactive EPUB3 Edition,,PF-08,N/A,SOW-gated interactive production,"Starting at $1,500 after scope cap",No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,JMP-INT-EPUB3-STD,2026-08-05,Merge into PF-08 / JMP-INT-EPUB3-STD. PF-08 is active and scoping-gated; remove “Coming Soon.”,Supersede legacy SKU; remap references to JMP-INT-EPUB3-STD; do not preserve legacy price as active authority.,"Remap legacy SKU references in catalog, proposal templates, quote worksheets, contract schedules, future Business Central item setup, and author-facing package materials.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-053,JMP-DES-LARGEPRINT,Large Print Formatting,Design and Production,Worksheet; Matrix v1.1,Legacy conflict / superseded candidate,$195,JMP-EDT-LP-STD: $350,yes - legacy design SKU price/taxonomy conflicts with Matrix edition add-on,B,SUPERSEDED,MERGE,SUPERSEDED,JMP-EDT-LP-STD,"Large Print, standard layout",,PF-05,N/A,Standard catalog production,$350,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,JMP-EDT-LP-STD,2026-08-05,Merge into PF-05 / JMP-EDT-LP-STD. Retire the legacy $195 price. LP-STD is $350; LP-CPLX remains a complexity attribute with its approved premium.,Supersede legacy SKU; remap references to JMP-EDT-LP-STD; do not preserve legacy price as active authority.,"Website catalog, contract schedules, proposal templates, quote worksheets, future Business Central item setup, and author-facing package materials if legacy values remain visible.",Pricing Conflict Register,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-054,JMP-DES-LAYOUT,Interior Layout & Typesetting,Design and Production,Worksheet,Active,$495,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DES-LAYOUT,Interior Layout & Typesetting,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-055,JMP-DES-PRINT-ADD,Additional Print Format Upgrade,Design and Production,Worksheet,Active,$295,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DES-PRINT-ADD,Additional Print Format Upgrade,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-056,JMP-DES-PROOF-PRINT,Physical Print Proof,Design and Production,Worksheet,Active,$45–$75 + shipping,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DES-PROOF-PRINT,Physical Print Proof,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-057,JMP-DES-REVISION,Interior Revision (Post-Layout),Design and Production,Worksheet,Active,$150 flat / $75/hr,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DES-REVISION,Interior Revision (Post-Layout),,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-058,JMP-DIST-ANNUAL,Annual Distribution & Maintenance,Distribution and Post-Launch,Worksheet,Active,$49 / title / year,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DIST-ANNUAL,Annual Distribution & Maintenance,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-059,JMP-DIST-BULK,Bulk Author Copy Order Support,Distribution and Post-Launch,Worksheet,Active,$95,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DIST-BULK,Bulk Author Copy Order Support,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-060,JMP-DIST-CHURCH,Church Bookstore Placement,Distribution and Post-Launch,Worksheet,Active,$195,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DIST-CHURCH,Church Bookstore Placement,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-061,JMP-DIST-CONFERENCE,Conference & Event Sales Setup,Distribution and Post-Launch,Worksheet,Active,$195,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DIST-CONFERENCE,Conference & Event Sales Setup,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-062,JMP-DIST-FAITH,Faith Market Distribution (CBA / Church),Distribution and Post-Launch,Worksheet,Active,$295,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DIST-FAITH,Faith Market Distribution (CBA / Church),,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-063,JMP-DIST-INGRAM-UPGRADE,Expanded Ingram Distribution Upgrade,Distribution and Post-Launch,Catalog v2.1 delta; Matrix v1.1,Provisional / decision required,$125,JMP-DIST-ANNUAL; JMP-DIST-LSI-UPGRADE,"JACKIE DECISION REQUIRED - evaluate whether this is UNIQUE, OVERLAPS, or REPLACES Annual Distribution Fee ($30) and legacy LSI upgrade.",D,PROVISIONAL,RETIRE,RETIRED,JMP-DIST-INGRAM-UPGRADE,Expanded Ingram Distribution Upgrade,,N/A,N/A,N/A,JMP-DIST-ANNUAL; JMP-DIST-LSI-UPGRADE,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,,2026-08-05,Retire unless a distinct distribution service exists beyond standard Ingram distribution and the annual print-format distribution fee.,Retire author-facing SKU; remove from public/quotable/contractable catalog surfaces while preserving history.,"Remove author-facing references from catalog, proposal templates, quote worksheets, contract schedules, and website projection; preserve historical reference only.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-064,JMP-DIST-LIBRARY,Expanded Library Distribution,Distribution and Post-Launch,Worksheet,Active,$195,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DIST-LIBRARY,Expanded Library Distribution,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-065,JMP-DIST-LSI-UPGRADE,LSI Distribution Upgrade,Uncategorized,Worksheet,Active,$125,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DIST-LSI-UPGRADE,LSI Distribution Upgrade,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-066,JMP-DIST-TRANSFER,Title Transfer / Republishing Setup,Distribution and Post-Launch,Worksheet,Active,$295,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-DIST-TRANSFER,Title Transfer / Republishing Setup,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-067,JMP-EDIT-COAUTHOR,Co-Author / Contributor Coordination,Editorial Services,Catalog v2.1 delta,Provisional / decision required,$395,,no Matrix v1.1 equivalent identified; confirm scope and whether this is editorial service or ghostwriting relationship.,D,PROVISIONAL,AMEND,ACTIVE,JMP-EDIT-COAUTHOR,Contributor Coordination,,N/A,N/A,Quoted/manual scoping,Quoted per project,No,N/A,PUBLIC,SOW-GATED,CONTRACTABLE,,2026-08-05,"Retain as a quoted contributor-coordination service. Define manuscript consolidation, approval routing, communication, and version control; exclude ghostwriting and authorship disputes.",Amend commercial name/scope to Contributor Coordination; seed under governed catalog with Jackie notes preserved.,"Update Dataverse seed, proposal templates, quote worksheets, contract schedule language, and website projection only after protected promotion.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-068,JMP-EDIT-COPY,Copy Editing,Editorial Services,Worksheet,Active,$0.035 / word,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-EDIT-COPY,Copy Editing,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-069,JMP-EDIT-DEV,Developmental Editing,Editorial Services,Worksheet,Active,$0.08 / word,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-EDIT-DEV,Developmental Editing,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-070,JMP-EDIT-EVAL,Manuscript Evaluation,Editorial Services,Worksheet,Active,$295,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-EDIT-EVAL,Manuscript Evaluation,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-071,JMP-EDIT-INDEX,Nonfiction Indexing Coordination,Editorial Services,Catalog v2.1 delta,Provisional / decision required,Quoted per project,,no Matrix v1.1 equivalent identified; likely unique editorial/production add-on pending price and scope.,D,PROVISIONAL,AMEND,ACTIVE,JMP-EDIT-INDEX,Nonfiction Indexing Coordination,,N/A,N/A,Quoted/manual scoping,Quoted per project,No,N/A,PUBLIC,SOW-GATED,CONTRACTABLE,,2026-08-05,"Retain as quoted nonfiction indexing coordination. Separate professional indexer cost, JMP coordination, revisions, and final index insertion.",Amend commercial name/scope to Nonfiction Indexing Coordination; seed under governed catalog with Jackie notes preserved.,"Update Dataverse seed, proposal templates, quote worksheets, contract schedule language, and website projection only after protected promotion.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-072,JMP-EDIT-LINE,Line Editing,Editorial Services,Worksheet,Active,$0.05 / word,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-EDIT-LINE,Line Editing,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-073,JMP-EDIT-PROOF,Proofreading,Editorial Services,Worksheet,Active,$0.02 / word,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-EDIT-PROOF,Proofreading,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-074,JMP-EDU-BIBLESTUDY,Bible Study Kit Creation,Education and Legal,Worksheet,Active,$495,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-EDU-BIBLESTUDY,Bible Study Kit Creation,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-075,JMP-EDU-COURSE,Self-Paced Publishing Course Access,Education and Legal,Worksheet,Active,$197,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-EDU-COURSE,Self-Paced Publishing Course Access,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-076,JMP-EDU-PODCAST,Book-to-Podcast Strategy & Production  — Coming Soon,Coming Soon Capabilities,Catalog v2.1 delta,Provisional / decision required,Coming Soon,,PROVISIONAL - internal evaluation only. Not public and not activated.,D,PROVISIONAL,PROVISIONAL,PROVISIONAL,JMP-EDU-PODCAST,Book-to-Podcast Strategy & Production  — Coming Soon,,N/A,N/A,N/A,,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,,2026-08-05,"Hold until episode scope, production level, hosting, ownership, distribution, recurring costs, and pricing are settled.","Hold as non-public, not sellable, not quotable pending separate authority.","Keep out of public website, quotes, contracts, and package calculators pending separate approval.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-077,JMP-EDU-WORKSHOP,"Author Workshop (Group, Virtual)",Education and Legal,Worksheet,Active,$97 / attendee,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-EDU-WORKSHOP,"Author Workshop (Group, Virtual)",,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-078,JMP-GHOST-ANTHOLOGY,Anthology Creation,Uncategorized,Worksheet,Provisional / decision required,TBD,,no - provisional/non-public activation pending,D,PROVISIONAL,AMEND,ACTIVE,JMP-GHOST-ANTHOLOGY,Anthology Development & Coordination,,N/A,N/A,Quoted/manual scoping,Quoted per scope,No,N/A,PUBLIC,SOW-GATED,CONTRACTABLE,,2026-08-05,"Keep, but rename and classify as Anthology Development & Coordination. Define contributor intake, agreements, editorial coordination, compilation, and production. Quote by scope.",Amend commercial name/scope to Anthology Development & Coordination; seed under governed catalog with Jackie notes preserved.,"Update Dataverse seed, proposal templates, quote worksheets, contract schedule language, and website projection only after protected promotion.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-079,JMP-GHOST-EXTENDED,Ghostwriting – Extended (50K–75K words),Uncategorized,Worksheet,Active,"$25,000",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-GHOST-EXTENDED,Ghostwriting – Extended (50K–75K words),,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-080,JMP-GHOST-PREMIUM,Ghostwriting – Premium (75K–100K words),Uncategorized,Worksheet,Active,"$35,000",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-GHOST-PREMIUM,Ghostwriting – Premium (75K–100K words),,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-081,JMP-GHOST-SHORT,Ghostwriting – Short (10K–25K words),Uncategorized,Worksheet,Active,"$7,500",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-GHOST-SHORT,Ghostwriting – Short (10K–25K words),,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-082,JMP-GHOST-STANDARD,Ghostwriting – Standard (25K–50K words),Uncategorized,Worksheet,Active,"$15,000",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-GHOST-STANDARD,Ghostwriting – Standard (25K–50K words),,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-083,JMP-INTEL-AGENT,AI Publishing Agent / Copilot  — Coming Soon,Coming Soon Capabilities,Catalog v2.1 delta,Provisional / decision required,Coming Soon,,PROVISIONAL - internal evaluation only. Not public and not activated.,D,PROVISIONAL,RETIRE,INTERNAL_ONLY,JMP-INTEL-AGENT,AI Publishing Agent / Copilot  — Coming Soon,,N/A,N/A,N/A,,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,,2026-08-05,Retire as an author-facing SKU. Publishing agents and copilots are internal operating capabilities.,Retire author-facing SKU; remove from public/quotable/contractable catalog surfaces while preserving history.,"Remove author-facing references from catalog, proposal templates, quote worksheets, contract schedules, and website projection; preserve historical reference only.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-084,JMP-INTEL-DASHBOARD,Publishing Intelligence Dashboard (Power BI)  — Coming Soon,Coming Soon Capabilities,Catalog v2.1 delta,Provisional / decision required,Coming Soon,,PROVISIONAL - internal evaluation only. Not public and not activated.,D,PROVISIONAL,PROVISIONAL,PROVISIONAL,JMP-INTEL-DASHBOARD,Publishing Intelligence Dashboard (Power BI)  — Coming Soon,,N/A,N/A,N/A,,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,,2026-08-05,"Hold as a possible author analytics service. Define data sources, refresh frequency, author access, metrics, support, and recurring pricing first.","Hold as non-public, not sellable, not quotable pending separate authority.","Keep out of public website, quotes, contracts, and package calculators pending separate approval.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-085,JMP-INTEL-PREDICT,Predictive Market Positioning  — Coming Soon,Coming Soon Capabilities,Catalog v2.1 delta,Provisional / decision required,Coming Soon,,PROVISIONAL - internal evaluation only. Not public and not activated.,D,PROVISIONAL,RETIRE,RETIRED,JMP-INTEL-PREDICT,Predictive Market Positioning  — Coming Soon,,N/A,N/A,N/A,,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,,2026-08-05,Retire the predictive claim. A later Market Positioning Analysis service could be created with human review and no outcome guarantees.,Retire author-facing SKU; remove from public/quotable/contractable catalog surfaces while preserving history.,"Remove author-facing references from catalog, proposal templates, quote worksheets, contract schedules, and website projection; preserve historical reference only.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-086,JMP-LEGAL-COPYRIGHT,Copyright Registration Filing,Rights and Legal,Worksheet,Active,$95–$125,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,MIGRATE,ACTIVE,JMP-LEGAL-COPYRIGHT,Copyright Registration Filing,,N/A,N/A,N/A,,No,N/A,PUBLIC,QUOTABLE,CONTRACTABLE,,2026-08-05,,Seed active catalog record as-is from completed ruling register.,No legacy conflict identified; seed/readback only.,Class A - Migrate as Is,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
CAT-087,JMP-LEGAL-LCCN,Library of Congress Control Number / PCN Coordination,Rights and Legal,Catalog v2.1 delta,Provisional / decision required,$95–$150,,JACKIE DECISION REQUIRED - model both options: publisher obligation vs author-purchased hybrid service. Do not decide in worksheet.,D,PROVISIONAL,RETIRE,RETIRED,JMP-LEGAL-LCCN,Library of Congress Control Number / PCN Coordination,,N/A,N/A,N/A,,No,N/A,NON-PUBLIC,NOT QUOTABLE,NOT CONTRACTABLE,,2026-08-05,"Treat eligible PCN/LCCN coordination as a publisher production responsibility, not a separately charged author service.",Retire author-facing SKU; remove from public/quotable/contractable catalog surfaces while preserving history.,"Remove author-facing references from catalog, proposal templates, quote worksheets, contract schedules, and website projection; preserve historical reference only.",Class D - Provisional,710a9e6ca1f1322065e77d2865f30948c147b8b71fe5153408cbd708daaba9d3
