Row ID,SKU,Product/Service Name,Category,Source,Current Status,Current Price,Matrix v1.1 Price,Conflict,Proposed Class,Proposed Disposition,Recommendation,Reason,Replacement SKU,Replacement Price,Jackie Ruling,Jackie Notes,Final Disposition
CAT-079,JMP-GHOST-EXTENDED,Ghostwriting – Extended (50K–75K words),Uncategorized,Worksheet,Active,"$25,000",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-080,JMP-GHOST-PREMIUM,Ghostwriting – Premium (75K–100K words),Uncategorized,Worksheet,Active,"$35,000",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-081,JMP-GHOST-SHORT,Ghostwriting – Short (10K–25K words),Uncategorized,Worksheet,Active,"$7,500",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-082,JMP-GHOST-STANDARD,Ghostwriting – Standard (25K–50K words),Uncategorized,Worksheet,Active,"$15,000",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-083,JMP-INTEL-AGENT,AI Publishing Agent / Copilot  — Coming Soon,Coming Soon Capabilities,Catalog v2.1 delta,Provisional / decision required,Coming Soon,,PROVISIONAL - internal evaluation only. Not public and not activated.,D,PROVISIONAL,Hold as provisional or decision-required; no public activation until Jackie rules.,Decision row: PROVISIONAL - internal evaluation only. Not public and not activated.. Preserve blank ruling until Jackie confirms treatment.,,,,,
CAT-084,JMP-INTEL-DASHBOARD,Publishing Intelligence Dashboard (Power BI)  — Coming Soon,Coming Soon Capabilities,Catalog v2.1 delta,Provisional / decision required,Coming Soon,,PROVISIONAL - internal evaluation only. Not public and not activated.,D,PROVISIONAL,Hold as provisional or decision-required; no public activation until Jackie rules.,Decision row: PROVISIONAL - internal evaluation only. Not public and not activated.. Preserve blank ruling until Jackie confirms treatment.,,,,,
CAT-085,JMP-INTEL-PREDICT,Predictive Market Positioning  — Coming Soon,Coming Soon Capabilities,Catalog v2.1 delta,Provisional / decision required,Coming Soon,,PROVISIONAL - internal evaluation only. Not public and not activated.,D,PROVISIONAL,Hold as provisional or decision-required; no public activation until Jackie rules.,Decision row: PROVISIONAL - internal evaluation only. Not public and not activated.. Preserve blank ruling until Jackie confirms treatment.,,,,,
CAT-086,JMP-LEGAL-COPYRIGHT,Copyright Registration Filing,Rights and Legal,Worksheet,Active,$95–$125,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-087,JMP-LEGAL-LCCN,Library of Congress Control Number / PCN Coordination,Rights and Legal,Catalog v2.1 delta,Provisional / decision required,$95–$150,,JACKIE DECISION REQUIRED - model both options: publisher obligation vs author-purchased hybrid service. Do not decide in worksheet.,D,PROVISIONAL,Hold as provisional or decision-required; no public activation until Jackie rules.,Decision row: JACKIE DECISION REQUIRED - model both options: publisher obligation vs author-purchased hybrid service. Do not decide in worksheet.. Preserve blank ruling until Jackie confirms treatment.,,,,,
CAT-088,JMP-LEGAL-REVIEW,Publishing Agreement Review Guidance,Education and Legal,Worksheet,Active,$195,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-089,JMP-MKT-ADSMGT,Amazon Ads Management,Marketing and Launch,Worksheet,Active,$250 / month,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-090,JMP-MKT-ADSSET,Amazon Ads Setup,Marketing and Launch,Worksheet,Active,$350,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-091,JMP-MKT-ARC,ARC Campaign Management,Marketing and Launch,Worksheet,Active,$650,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-092,JMP-MKT-DESC,Book Description & Sales Copy Writing,Marketing and Launch,Worksheet,Active,$195,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-093,JMP-MKT-INGRAMADS,Ingram iD Campaign Setup,Marketing and Launch,Worksheet,Active,$195–$295,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-094,JMP-MKT-LAUNCH,Book Launch Strategy Session,Marketing and Launch,Worksheet,Active,$395,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-095,JMP-MKT-LAUNCHKIT,Complete Launch Marketing Program,Marketing and Launch,Worksheet,Active,"$1,995",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-096,JMP-MKT-PREORDER,Pre-Order Campaign Setup,Marketing and Launch,Worksheet,Active,$195–$295,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-097,JMP-MKT-PRESS,Press Release Distribution,Marketing and Launch,Worksheet,Active,$495,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-098,JMP-MKT-REELS,BookTok / Reels Video Package,Marketing and Launch,Worksheet,Active,$495,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-099,JMP-MKT-SERIAL,Serialization Strategy,Marketing and Launch,Worksheet; Matrix v1.1,Active conflict / amend before migration,$195,"JMP-SER-DIGITAL-06: $600; JMP-SER-DIGITAL-12: $1,000",yes - legacy marketing serial service scope conflicts or overlaps with Matrix serialized release programs,C,MIGRATE-AMENDED,Migrate only with the stated amendment after Jackie ruling.,Known conflict requires amended migration: yes - legacy marketing serial service scope conflicts or overlaps with Matrix serialized release programs.,JMP-SER-DIGITAL-06 / JMP-SER-DIGITAL-12,"JMP-SER-DIGITAL-06: $600; JMP-SER-DIGITAL-12: $1,000",,,
CAT-100,JMP-MKT-SOCIAL,Social Media Promotion Package,Marketing and Launch,Worksheet,Active,$395,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-101,JMP-MKT-TIKTOK,TikTok Shop Integration  — Coming Soon,Coming Soon Capabilities,Catalog v2.1 delta,Provisional / decision required,Coming Soon,,PROVISIONAL - internal evaluation only. Not public and not activated.,D,PROVISIONAL,Hold as provisional or decision-required; no public activation until Jackie rules.,Decision row: PROVISIONAL - internal evaluation only. Not public and not activated.. Preserve blank ruling until Jackie confirms treatment.,,,,,
CAT-102,JMP-OPS-RUSH,Rush Production Upgrade,Marketing and Launch,Worksheet,Active,+25% of service total,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-103,JMP-PARTNER-PARTNER,Publishing Partner (≤2 titles/yr),Uncategorized,Worksheet,Active,"$9,000/yr",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-104,JMP-PARTNER-SIGNATURE,Signature Author (≤3 titles/yr),Uncategorized,Worksheet,Active,"$15,000/yr",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-105,JMP-PKG-CHILD,Children's Book Publishing Package (author provides art),Children's Publishing,Worksheet,Active,"$2,495",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-106,JMP-PKG-PRO,Professional Publishing Package (up to 75K words),Publishing Packages,Worksheet; Matrix v1.1,Active,"$4,500","JMP-PKG-PRO: $4,500",no,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,JMP-PKG-PRO,"JMP-PKG-PRO: $4,500",,,
CAT-107,JMP-PKG-SIGNATURE,Signature Publishing Partnership (up to 100K words),Publishing Packages,Worksheet; Matrix v1.1,Legacy conflict / superseded candidate,"$7,500","JMP-PKG-PREMIER: $7,500; JM Signature funding track",yes - legacy package conflates package tier with Traditional/JM Signature track,B,SUPERSEDED,Retire or merge into replacement authority after Jackie confirms supersession.,Known conflict: yes - legacy package conflates package tier with Traditional/JM Signature track. Current/legacy value should not control if Matrix authority replaces it.,JMP-PKG-PREMIER / JM Signature funding track,"JMP-PKG-PREMIER: $7,500; JM Signature funding track",,,
CAT-108,JMP-PKG-STARTER,Starter Publishing Package (up to 50K words),Publishing Packages,Worksheet; Matrix v1.1,Active,"$1,999","JMP-PKG-STARTER: $1,999",no,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,JMP-PKG-STARTER,"JMP-PKG-STARTER: $1,999",,,
CAT-109,JMP-POST-ROYALTY,Royalty Reporting Dashboard,Distribution and Post-Launch,Worksheet,Active,"Included (Support, Marketing, AI plans)",,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-110,JMP-PROG-LOYALTY,Returning Author Loyalty Program,Strategic Publishing Programs,Catalog v2.1 delta,Provisional / decision required,Custom / eligible authors,,"no Matrix v1.1 equivalent identified; confirm whether this is discount policy, membership, or author relationship program.",D,PROVISIONAL,Hold as provisional or decision-required; no public activation until Jackie rules.,"Decision row: no Matrix v1.1 equivalent identified; confirm whether this is discount policy, membership, or author relationship program.. Preserve blank ruling until Jackie confirms treatment.",,,,,
CAT-111,JMP-PROG-PARTNER-BASE,Publishing Partner Program,Strategic Publishing Programs,Catalog v2.1 delta; Matrix v1.1,Provisional / decision required,"$9,000",JMP-PARTNER-PARTNER,"possible overlap with legacy Publishing Partner annual program; confirm naming, terms, and commercial posture.",D,PROVISIONAL,Hold as provisional or decision-required; no public activation until Jackie rules.,"Decision row: possible overlap with legacy Publishing Partner annual program; confirm naming, terms, and commercial posture.. Preserve blank ruling until Jackie confirms treatment.",JMP-PARTNER-PARTNER,JMP-PARTNER-PARTNER,,,
CAT-112,JMP-PROG-PARTNER-PREMIER,Premier Publishing Partner Program,Strategic Publishing Programs,Catalog v2.1 delta; Matrix v1.1,Provisional / decision required,"$15,000","JMP-PKG-PREMIER: $7,500; JMP-PARTNER-SIGNATURE; JM Signature Partner","JACKIE DECISION REQUIRED - naming collision among Premier Package, Partner Premier, and JM Signature Partner.",D,PROVISIONAL,Hold as provisional or decision-required; no public activation until Jackie rules.,"Decision row: JACKIE DECISION REQUIRED - naming collision among Premier Package, Partner Premier, and JM Signature Partner.. Preserve blank ruling until Jackie confirms treatment.",JMP-PKG-PREMIER / JMP-PARTNER-SIGNATURE / JM Signature Partner,"JMP-PKG-PREMIER: $7,500; JMP-PARTNER-SIGNATURE; JM Signature Partner",,,
CAT-113,JMP-RIGHTS-CATALOG,Rights Catalog Creation,Rights and Legal,Worksheet,Active,$750,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-114,JMP-RIGHTS-FILM,Film & Television Rights Representation,Rights and Legal,Worksheet,Provisional / decision required,20% commission,,no - provisional/non-public activation pending,D,PROVISIONAL,Hold as provisional or decision-required; no public activation until Jackie rules.,Decision row: no - provisional/non-public activation pending. Preserve blank ruling until Jackie confirms treatment.,,,,,
CAT-115,JMP-RIGHTS-FOREIGN,Foreign Rights Representation,Rights and Legal,Worksheet,Provisional / decision required,20% commission,,no - provisional/non-public activation pending,D,PROVISIONAL,Hold as provisional or decision-required; no public activation until Jackie rules.,Decision row: no - provisional/non-public activation pending. Preserve blank ruling until Jackie confirms treatment.,,,,,
CAT-116,JMP-RIGHTS-MINISTRY,Ministry Bulk Licensing,Rights and Legal,Worksheet,Active,20% commission,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-117,JMP-SUB-AI,AI Author Plan,Subscriptions,Worksheet,Active,$249 / month,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-118,JMP-SUB-COMMUNITY,Author Community Membership,Subscriptions,Worksheet,Active,$79 / month,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-119,JMP-SUB-MARKETING,Marketing Support Plan,Subscriptions,Worksheet,Active,$199 / month,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
CAT-120,JMP-SUB-SUPPORT,Author Support Plan,Subscriptions,Worksheet,Active,$149 / month,,no Matrix v1.1 equivalent identified,A,MIGRATE-AS-IS,Migrate as-is after Jackie spot-check confirms no business exception.,No Matrix v1.1 replacement was identified in the current worksheet; keep unless Jackie rules otherwise.,,,,,
