canonical_key,title,author,classification,reason,record_count,title_id,intake_refs,sharepoint_paths
title:come out of hiding,Come Out of Hiding,Christina Chislom,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,3,933582da-b389-f111-ab10-00224820105b,,
title:biblical prescriptions for life s troubles,Biblical Prescriptions For Life's Troubles,Terry Stephens,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,2,569a11da-b389-f111-ab10-6045bdd69738,,
title:bee careful,BEE Careful,Deborah Eiland,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,6,a60402da-b389-f111-ab10-000d3a14673b,,
title:because the lord is my shepherd,Because the Lord is My Shepherd,Carolyn Booker-Pierce,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,2,017e1ada-b389-f111-ab10-7c1e525b15c2,,
title:almost happy,Almost Happy,Jaylonna Stevette,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,3,a00402da-b389-f111-ab10-000d3a14673b,,
title:aligned,Aligned!,Dennis Brown,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,2,7a064bcd-c27a-f111-ab0f-00224820105b,,
title:are you sure that you are ready,Are You Sure That You Are Ready?,Ericka Thornton,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,2,4009d7cb-c27a-f111-ab0f-6045bdd69678,,
title:according to mark,According to Mark,Alice Pryor,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,4,509a11da-b389-f111-ab10-6045bdd69738,,
title:a truebies guide part 1,"A Truebies Guide, Part 1",Alesia Corpening,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,3,11d2c5d7-b389-f111-ab10-000d3a9eacee,,
title:a truebies guide part 2,"A Truebies Guide, Part 2",Alesia Corpening,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,3,2554a0dd-b389-f111-ab10-6045bdd69435,,
title:abortion,Abortion!,Carolyn Booker-Pierce,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,2,614797d0-c27a-f111-ab0f-7c1e525b15c2,,
title:a principal s tale,A Principal's Tale,Shelley McIntosh,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,2,841a04cd-c27a-f111-ab0f-000d3a14673b,,
title:a portrait of paradise,A Portrait of Paradise,Iyorwuese Hagher,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,3,c74b00d4-c27a-f111-ab0f-00224820105b,,
title:a little bit of everything,A Little Bit of Everything,Eryonna Barrino,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,3,a3e382d8-b389-f111-ab10-6045bdd69678,,
title:365 days of transparency,365 Days of Transparency,Daphanny Baker,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,2,69b21fc6-c27a-f111-ab0f-000d3a14673b,,
title:7 step jumpstart to becoming your best self,7 Step Jumpstart to Becoming Your Best Self,Ericka Johnson Settles,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,3,8e0402da-b389-f111-ab10-000d3a14673b,,
title:a blended family,A Blended Family,Shecara Norris,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,3,6f8904ca-c27a-f111-ab0f-6045bdd69738,,
title:27 days to overcoming depression,27 Days to Overcoming Depression,Donjia Walls,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,2,d0f603d3-c27a-f111-ab0f-000d3a14673b,,
title:100 wisdom lessons for life and living,100 Wisdom Lessons for Life and Living,J Derrick Johnson,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,5,fad1c5d7-b389-f111-ab10-000d3a9eacee,,
title:jm1 preview synthetic artifact b,JM1 Preview Synthetic Artifact B,JM1 Preview Author B,SYNTHETIC,Classified from record name/path/status evidence,4,8de10c93-4a89-f111-ab10-7c1e525b15c2,PR337-PREVIEW-B,Publishing Team/PR337 Preview Test Fixtures/pr337-preview-author-b-artifact.txt
title:jm1 preview synthetic artifact a,JM1 Preview Synthetic Artifact A,JM1 Preview Author A,SYNTHETIC,Classified from record name/path/status evidence,5,81c81786-4889-f111-ab10-000d3a14673b,,synthetic/pr337/PR337-PREVIEW-AUTHOR-ISOLATION-2026-07-26T23-27-28-027Z/author-A.txt; Publishing Team/PR337 Preview Test Fixtures/pr337-preview-author-a-artifact.txt
title:the fight for the promiseland battle strategies for victorious people,The Fight for the Promiseland: Battle Strategies for Victorious People,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,952556cd-c37a-f111-ab0f-00224820105b,,
title:music ministry unplugged real lessons for those who lead and serve in music ministry,Music Ministry Unplugged: Real Lessons for Those who Lead and Serve in Music Ministry,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,982156cd-c37a-f111-ab0f-00224820105b,,
title:memoir of a black christian nationalist seeds of liberation unabridged,Memoir of a Black Christian Nationalist: Seeds of Liberation (Unabridged),,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,1159fcc8-c37a-f111-ab0f-000d3a14673b,,
title:the long watch,The Long Watch,Jackie Smith Jr,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,26,a69b9dfa-bb7b-f111-ab0f-7c1e525b15c2,JMP-INT-202607-6R2MPZ,https://jmerrillfoundation.sharepoint.com/sites/publishing/Shared%20Documents/01_Titles/01_Editorial-Review/JMP-INT-202607-6R2MPZ%20-%20Jackie%20Smith%20Jr%20-%20The%20Long%20Watch/01_Manuscript/2026-08-02-Developmental-Editing-The-Long-Watch-Package-Manifest-v2.json; https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7B1375C579-7C21-419E-ADB1-35E71CDF8DBE%7D&file=2026-07-21-Developmental-Editing-The-Long-Watch-Developmentally-Edited-Manuscript.docx&action=default&mobileredirect=true; https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7BB859000D-FC94-4493-9F57-AB2D9ECEA7DD%7D&file=2026-07-21-Developmental-Editing-The-Long-Watch-Developmental-Memo.docx&action=default&mobileredirect=true; /01_Titles/01_Editorial-Review/JMP-INT-202607-6R2MPZ - Jackie Smith Jr - The Long Watch/01_Manuscript/2026-08-02-Developmental-Editing-The-Long-Watch-author-cover-message.txt; /01_Titles/01_Editorial-Review/JMP-INT-202607-6R2MPZ - Jackie Smith Jr - The Long Watch/01_Manuscript/2026-08-02-Developmental-Editing-The-Long-Watch-author-response-mechanism.txt
title:the general s will and last testament,The General’s Will and Last Testament,Iyorwuese Hagher,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,20,2d21ab5b-4d80-f111-ab0f-7c1e525b15c2,JMP-INT-202607-DL2T20,https://jmerrillfoundation.sharepoint.com/sites/publishing/Shared%20Documents/01_Titles/02_Developmental-Editing/JMP-INT-202607-DL2T20%20-%20Iyorwuese%20Hagher%20-%20The%20General%27s%20Will%20and%20Last%20Testament/02_Manuscript/2026-08-02-Developmental-Editing-The-General-s-Will-and-Last-Testament-Package-Manifest-v2.json; https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7B714BB594-6F19-47E6-A900-61F2E245A4B3%7D&file=2026-07-21-Developmental-Editing-The-General-s-Will-and-Last-Testament-Developmental-Memo.docx&action=default&mobileredirect=true; https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7BFBED7434-25A6-4AAD-9F52-27ED0BDC3BF9%7D&file=2026-07-21-Developmental-Editing-The-General-s-Will-and-Last-Testament-Developmentally-Edited-Manuscript.docx&action=default&mobileredirect=true; /01_Titles/02_Developmental-Editing/JMP-INT-202607-DL2T20 - Iyorwuese Hagher - The General's Will and Last Testament/02_Manuscript/2026-08-02-Developmental-Editing-The-General-s-Will-and-Last-Testament-author-cover-message.txt; /01_Titles/02_Developmental-Editing/JMP-INT-202607-DL2T20 - Iyorwuese Hagher - The General's Will and Last Testament/02_Manuscript/2026-08-02-Developmental-Editing-The-General-s-Will-and-Last-Testament-author-response-mechanism.txt
title:before you were born,Before You Were Born,Sean Crowley,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,20,91c5e1ef-2980-f111-ab0f-7c1e525b15c2,JMP-INT-202607-LQPHEK,https://jmerrillfoundation.sharepoint.com/sites/publishing/Shared%20Documents/01_Titles/02_Developmental-Editing/JMP-INT-202607-LQPHEK%20-%20Sean%20Crowley%20-%20Before%20You%20Were%20Born/01_Manuscript/Original/2026-08-02-Developmental-Editing-Before-You-Were-Born-Package-Manifest-v2.json; https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7BED866CB7-5C63-44A9-A8FD-34D6D75FA36B%7D&file=2026-07-21-Developmental-Editing-Before-You-Were-Born-Developmental-Memo.docx&action=default&mobileredirect=true; https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7B50CF4A81-FAA8-412D-93B1-313F6530AFF6%7D&file=2026-07-21-Developmental-Editing-Before-You-Were-Born-Developmentally-Edited-Manuscript.docx&action=default&mobileredirect=true; https://jmerrillfoundation.sharepoint.com/sites/publishing/Shared%20Documents/01_Titles/02_Developmental-Editing/JMP-INT-202607-LQPHEK%20-%20Sean%20Crowley%20-%20Before%20You%20Were%20Born/01_Manuscript/Original/2026-08-02-Developmental-Editing-Before-You-Were-Born-Corrected-Author-Cover-Message-v1.md; https://jmerrillfoundation.sharepoint.com/sites/publishing/Shared%20Documents/01_Titles/02_Developmental-Editing/JMP-INT-202607-LQPHEK%20-%20Sean%20Crowley%20-%20Before%20You%20Were%20Born/01_Manuscript/Original/2026-08-02-Developmental-Editing-Before-You-Were-Born-Author-Response-Mechanism-v1.md
title:establishing glory the library,Establishing Glory: The Library,"Jackie Smith, Jr.",REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,16,f1908dc9-5775-f111-ab0f-6045bdd69435,JMP-INT-202606-UFYG6O,"https://jmerrillfoundation.sharepoint.com/sites/publishing/Shared%20Documents/02_Active-Pipeline/01_Onboarding/Smith,%20Jackie%20Establishing%20Glory-%20The%20Library/02-MANUSCRIPT/2026-08-02-Developmental-Editing-Establishing-Glory-The-Library-Package-Manifest-v2.json; https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7B0C7B180B-90B2-4B72-82E6-6270C93C5485%7D&file=2026-07-21-Developmental-Editing-Establishing-Glory-The-Library-Developmental-Memo.docx&action=default&mobileredirect=true; https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7B58DCDD4C-8F23-418C-B754-5616E6A218B3%7D&file=2026-07-21-Developmental-Editing-Establishing-Glory-The-Library-Developmentally-Edited-Manuscript.docx&action=default&mobileredirect=true; /01_Titles/02_Developmental-Editing/JMP-INT-202606-UFYG6O - Jackie Smith Jr - Establishing Glory The Library/02_Manuscript/2026-08-02-Developmental-Editing-Establishing-Glory-The-Library-author-cover-message.txt; /01_Titles/02_Developmental-Editing/JMP-INT-202606-UFYG6O - Jackie Smith Jr - Establishing Glory The Library/02_Manuscript/2026-08-02-Developmental-Editing-Establishing-Glory-The-Library-author-response-mechanism.txt"
title:you re still not crazy you may be an empath dealing with a narcissist,You're Still Not Crazy: You May Be An Empath Dealing With A Narcissist,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,226386cf-c37a-f111-ab0f-000d3a14673b,,
title:warriors and angels liberating inner power in the journey of life,Warriors and Angels: Liberating Inner Power in the Journey of Life,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,4a37c9d0-c37a-f111-ab0f-6045bdd69678,,
title:your peace is a priority a devotional journal,Your Peace is a Priority: A Devotional Journal,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,5837c9d0-c37a-f111-ab0f-6045bdd69678,,
title:the journey the inspiration and message behind the music,The Journey: The Inspiration and Message Behind the Music,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,0d6386cf-c37a-f111-ab0f-000d3a14673b,,
title:todays s new title,todays's new title,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,b2838072-e23d-f111-88b5-7c1e525b15c2,,
title:the great hair restart the journal,The Great Hair Restart: The Journal,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,0a6386cf-c37a-f111-ab0f-000d3a14673b,,
title:the essence of life love letters to christ poems of life and love from the pages of the heart,"The Essence of Life, Love Letters to Christ: Poems of Life and Love from the Pages of the Heart",,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,ab2156cd-c37a-f111-ab0f-00224820105b,,
title:the great hair restart the ultimate guide to resetting your natural hair journey with confidence,The Great Hair Restart: The Ultimate Guide to Resetting Your Natural Hair Journey with Confidence,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,9a2556cd-c37a-f111-ab0f-00224820105b,,
title:taylor made my life my story,"Taylor Made: My Life, My Story",,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,b27835ca-c37a-f111-ab0f-6045bdd69678,,
title:more than a village raising black men in america,More Than A Village: Raising Black Men in America,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,1759fcc8-c37a-f111-ab0f-000d3a14673b,,
title:speech therapy works juliana s story,Speech Therapy Works!: Juliana's Story,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,a32156cd-c37a-f111-ab0f-00224820105b,,
title:my abcs,My ABCs,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,887835ca-c37a-f111-ab0f-6045bdd69678,,
title:she an expose of her insufficiencies,SHE: An Expose' of Her Insufficiencies,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,a97835ca-c37a-f111-ab0f-6045bdd69678,,
title:loving the addict while taking care of yourself first,Loving the Addict: While Taking Care of Yourself First,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,08bf1ac7-c37a-f111-ab0f-00224820105b,,
title:memoir of a black christian nationalist seeds of liberation,Memoir of a Black Christian Nationalist: Seeds of Liberation,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,b4c11ac7-c37a-f111-ab0f-00224820105b,,
title:just what i needed daily devotional,Just What I Needed: Daily Devotional,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,6f7835ca-c37a-f111-ab0f-6045bdd69678,,
title:mirror of refining insight an introspective look at pursuing your purpose,Mirror of Refining Insight: An Introspective Look At Pursuing Your Purpose,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,3b1405c7-c37a-f111-ab0f-7c1e525b15c2,,
title:inspirations from god god is gooood,Inspirations from God: God is Gooood!,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,6e7835ca-c37a-f111-ab0f-6045bdd69678,,
title:jewels by lady j a book of daily devotion and reflection one day at a time,Jewels by Lady J: A Book of Daily Devotion and Reflection One Day at a Time,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,311405c7-c37a-f111-ab0f-7c1e525b15c2,,
title:connected unlocking the dna of authentic prayer 2nd edition,Connected!: Unlocking the DNA of Authentic Prayer - 2nd Edition,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,8742c1c2-c37a-f111-ab0f-000d3a14673b,,
title:delicious ideas the legacy cookbook,Delicious Ideas!: The Legacy Cookbook,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,7a67a4c3-c37a-f111-ab0f-6045bdd69678,,
title:discipline and direction god s leadership style,Discipline and Direction: God's Leadership Style,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,7c67a4c3-c37a-f111-ab0f-6045bdd69678,,
title:divinely inspired trauma triumphed,Divinely Inspired: Trauma Triumphed,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,7d67a4c3-c37a-f111-ab0f-6045bdd69678,,
title:come out of hiding activating deliverance,Come Out Of Hiding: Activating Deliverance,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,7867a4c3-c37a-f111-ab0f-6045bdd69678,,
title:because the lord is my shepherd psalm 23 and me,Because the Lord is My Shepherd: Psalm 23 and Me,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,7942c1c2-c37a-f111-ab0f-000d3a14673b,,
title:bodacious controversial and provocative,Bodacious: Controversial and Provocative,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,8642c1c2-c37a-f111-ab0f-000d3a14673b,,
title:aligned unlocking the dna of authentic faith,Aligned!: Unlocking the DNA of Authentic Faith,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,2d946ac0-c37a-f111-ab0f-00224820105b,,
title:are you sure that you are ready a guide for vendors,Are You Sure That You Are Ready?: A Guide for Vendors,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,dcbc7ebd-c37a-f111-ab0f-6045bdd69678,,
title:a principal s tale a self determined leader,A Principal's Tale: A Self-Determined Leader,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,6f27c7bc-c37a-f111-ab0f-000d3a14673b,,
title:abortion george and giovanna,Abortion!: George and Giovanna,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,7742c1c2-c37a-f111-ab0f-000d3a14673b,,
title:27 days to overcoming depression debunking all the lies,27 Days to Overcoming Depression: Debunking All the Lies,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,6e27c7bc-c37a-f111-ab0f-000d3a14673b,,
title:the i am in me part 2 second edition,"The I Am In Me Part 2, Second Edition",Tekisha Wimbush,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,5e4797d0-c27a-f111-ab0f-7c1e525b15c2,,
title:the i am in me second edition,"The I Am in Me, Second Edition",Tekisha Wimbush,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,5f4797d0-c27a-f111-ab0f-7c1e525b15c2,,
title:the essence of life,The ESSENCE of Life,Tracy Norris,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,c1f603d3-c27a-f111-ab0f-000d3a14673b,,
title:the doctrine of the last things,The Doctrine of the Last Things,Obadiah Harris,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,d13274cd-c27a-f111-ab0f-6045bdd69435,,
title:grandmothers educating minds 2nd edition,"Grandmothers Educating Minds, 2nd Edition",Toni Kleckley,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,9a8904ca-c27a-f111-ab0f-6045bdd69738,,
title:establishing glory 3 the marriage handbook,Establishing Glory 3: The Marriage Handbook,"Jackie Smith, Jr.",REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,9c8797ca-c27a-f111-ab0f-7c1e525b15c2,,
title:establishing glory 2 the relationship handbook 2nd edition,Establishing Glory 2: The Relationship Handbook (2nd Edition),"Jackie Smith, Jr.",REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,fb3174cd-c27a-f111-ab0f-6045bdd69435,,
title:a trubie s guide pt 1,A Trubie's Guide Pt. 1,Alesia Corpening,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,3f09d7cb-c27a-f111-ab0f-6045bdd69678,,
title:a trubie s guide pt 2,A Trubie's Guide Pt. 2,Alesia Corpening,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,848904ca-c27a-f111-ab0f-6045bdd69738,,
title:101 wisdom lessons for life and living,101 Wisdom Lessons for Life and Living,j. Derrick Johnson,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,dcf603d3-c27a-f111-ab0f-000d3a14673b,,
title:the intentional leader,The Intentional Leader,Jackie Smith Jr,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,51,e797232b-da7a-f111-ab0f-00224820105b,JMP-INT-202607-0W5PTQ,01_Titles/06_Production/02_Interior-Layout/JMP-INT-202607-0W5PTQ - Jackie Smith Jr - The Intentional Leader/2026-08-03_Final-Pagination-Corrected-Interior-Layout-Author-Approval/The_Intentional_Leader_-_Corrected_Interior_Layout_Proof.pdf; 01_Titles/06_Production/02_Interior-Layout/JMP-INT-202607-0W5PTQ - Jackie Smith Jr - The Intentional Leader/2026-08-02_Corrected-Interior-Layout-Author-Review-Package/The-Intentional-Leader-Interior-Layout-Author-Review-Proof.pdf; 01_Titles/06_Production/02_Interior-Layout/JMP-INT-202607-0W5PTQ - Jackie Smith Jr - The Intentional Leader/2026-08-02_Corrected-Interior-Layout-Author-Review-Package/The-Intentional-Leader-Interior-Layout-Corrected-Author-Cover-Message.md; 01_Titles/06_Production/02_Interior-Layout/JMP-INT-202607-0W5PTQ - Jackie Smith Jr - The Intentional Leader/2026-08-02_Corrected-Interior-Layout-Author-Review-Package/The-Intentional-Leader-Interior-Layout-Author-Response-Mechanism.md; 01_Titles/06_Production/02_Interior-Layout/JMP-INT-202607-0W5PTQ - Jackie Smith Jr - The Intentional Leader/2026-08-02_Corrected-Interior-Layout-Author-Review-Package/The-Intentional-Leader-Interior-Layout-Author-Review-Manifest.json
title_id:5aee90b0-9730-f111-88b4-6045bdd69738,title_id:5aee90b0-9730-f111-88b4-6045bdd69738,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,5aee90b0-9730-f111-88b4-6045bdd69738,,
title_id:9eb5559c-9630-f111-88b4-7c1e525b15c2,title_id:9eb5559c-9630-f111-88b4-7c1e525b15c2,,REAL_PUBLISHED_BACKLIST,Classified from record name/path/status evidence,1,9eb5559c-9630-f111-88b4-7c1e525b15c2,,
title:indomitable indomitable escaping witchcraft and finding my identity in christ,Indomitable Indomitable Escaping Witchcraft and Finding My Identity in Christ,Quanisha Dockery,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,1,,JMP-INT-202608-0AOS7L,https://jmerrillfoundation.sharepoint.com/sites/publishing/Shared Documents/01_Pre-Pipeline/00_Inquiry/JMP-INT-202608-0AOS7L - Quanisha Dockery - Indomitable Indomitable Escaping Witchcraft and Finding My Identity in Christ/01_Manuscript/Original/Indomitable_Compiled_Batch1_2.docx?web=1
title:int pub 005 stage 0 handoff jmp int 202607 0w5ptq,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-0W5PTQ,Jackie Smith Jr,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,1,,,https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7B369E45D0-716E-4231-964F-A2803D37B545%7D&file=JMP-INT-202607-0W5PTQ%20-%20The%20Intentional%20Leader.docx&action=default&mobileredirect=true
title:int pub 005 stage 0 handoff jmp int 202607 422jsz,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-422JSZ,Atta Boateng,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,1,,,https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7B435A3B62-EDCE-4F6F-A242-FCE0F00910B3%7D&file=JMP-INT-202607-422JSZ%20-%204TBS.docx&action=default&mobileredirect=true
title:int pub 005 stage 0 handoff jmp int 202607 3r2ett,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-3R2ETT,Gate W1 Long Docx Synthetic,SYNTHETIC,Classified from record name/path/status evidence,1,,,https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7BD49AC0D3-1536-4350-89AE-AAC17208D73D%7D&file=JMP-INT-202607-3R2ETT%20-%20gate-w1-synthetic-manuscript-long-20260729.docx&action=default&mobileredirect=true
title:int pub 005 stage 0 handoff jmp int 202607 buakcy,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-BUAKCY,Gate W1 Docx Synthetic,SYNTHETIC,Classified from record name/path/status evidence,1,,,https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7BEAB4D6DA-067E-4E6C-83EC-612A975510DA%7D&file=JMP-INT-202607-BUAKCY%20-%20gate-w1-synthetic-manuscript-20260729.docx&action=default&mobileredirect=true
title:int pub 005 stage 0 handoff jmp int 202607 yeuskk,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-YEUSKK,Gate W1 Synthetic,SYNTHETIC,Classified from record name/path/status evidence,1,,,https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7BDB85BBCF-C48B-4891-81E0-5965DCCAE202%7D&file=JMP-INT-202607-YEUSKK%20-%20jm1-gate-w1-synthetic-manuscript-1200w.docx&action=default&mobileredirect=true
title:int pub 005 stage 0 handoff jmp int 202607 oyzkei,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-OYZKEI,Gate W1 Synthetic,SYNTHETIC,Classified from record name/path/status evidence,1,,,https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7B320A3E9D-3663-45CE-9903-70F7A1FA6300%7D&file=JMP-INT-202607-OYZKEI%20-%20jm1-gate-w1-synthetic-manuscript.docx&action=default&mobileredirect=true
title:int pub 005 stage 0 handoff jmp int 202607 3vamom,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-3VAMOM,Carolyn Booker-Pierce,RECONCILIATION_REQUIRED,Record has insufficient evidence for automatic real/test/backlist classification,1,,,
title:int pub 005 stage 0 handoff jmp int 202607 h851lp,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-H851LP,JM1 Synthetic Intake Certification,CERTIFICATION,Classified from record name/path/status evidence,1,,,https://jmerrillfoundation.sharepoint.com/sites/publishing/_layouts/15/Doc.aspx?sourcedoc=%7B494E7729-F31B-4E2D-B23B-20D33394D4B6%7D&file=JMP-INT-202607-H851LP%20-%20jm1-synthetic-intake-positive-certification-20260728.docx&action=default&mobileredirect=true
title:int pub 005 stage 0 handoff jmp int 202607 p79ywb,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-P79YWB,JM1 SyntheticFetch20260727165010,SYNTHETIC,Classified from record name/path/status evidence,1,,,
title:int pub 005 stage 0 handoff jmp int 202607 dm8f79,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-DM8F79,JM1 SyntheticIntake20260727164554,SYNTHETIC,Classified from record name/path/status evidence,1,,,
title:int pub 005 stage 0 handoff jmp int 202607 c3l2sg,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-C3L2SG,JM1 SyntheticIntake20260727163730,SYNTHETIC,Classified from record name/path/status evidence,1,,,
title:int pub 005 stage 0 handoff jmp int 202607 lqphek,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-LQPHEK,Sean Crowley,RECONCILIATION_REQUIRED,Record has insufficient evidence for automatic real/test/backlist classification,1,,,
title:int pub 005 stage 0 handoff jmp int 202607 oxizzp,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-OXIZZP,Jackie Smith Jr,RECONCILIATION_REQUIRED,Record has insufficient evidence for automatic real/test/backlist classification,1,,,
title:int pub 005 stage 0 handoff jmp int 202607 6bo5z5,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-6BO5Z5,Jackie Smith Jr,RECONCILIATION_REQUIRED,Record has insufficient evidence for automatic real/test/backlist classification,1,,,
title:int pub 005 stage 0 handoff jmp int 202607 14g8dt,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-14G8DT,Jackie Smith Jr,RECONCILIATION_REQUIRED,Record has insufficient evidence for automatic real/test/backlist classification,1,,,
