SOURCE_RECORD_ID,TITLE_NAME,COMMERCIAL_GATE_STATUS,EDITORIAL_GATE_STATUS,STAGE_TRUST_CLASSIFICATION,STRICTER_BOUNDARY
W1-191,A Blended Family,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-192,A Blended Family,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-193,A Little Bit of Everything,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-194,A Little Bit of Everything,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-195,A Principal's Tale,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-196,According to Mark,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-197,According to Mark,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-198,According to Mark,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-199,Are You Sure That You Are Ready?,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-200,BEE Careful,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-201,BEE Careful,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-202,BEE Careful,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-203,BEE Careful,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-204,BEE Careful,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-205,Biblical Prescriptions For Life's Troubles,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-206,Bodacious,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-207,Conquer Your Fears and Win,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-208,Conquer Your Fears and Win,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-209,Destined to Break the Curse,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-210,Destined To Break The Curse Devotional,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-211,Discipline and Direction,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-212,Divinely Inspired,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-213,Divinely Inspired,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-214,"Focus, Trust, & Follow",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-215,From Stylist to CEO,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-216,From Stylist to CEO,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-217,From Stylist to CEO,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-218,God’s Business Plan,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-219,God’s Business Plan,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-220,God's Word for This World,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-221,God's Word For This World,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-222,Grandmothers Educating Minds,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-223,Grandmothers Educating Minds,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-224,"Grandmothers Educating Minds, 2nd Edition",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-225,Hodge Podge of Life,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-226,I Am My Worst Enemy!,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-227,Jalen Becomes a Big Brother,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-228,Jalen Becomes a Big Brother,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-229,Jewels by Lady J,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-230,Jewels by Lady J,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-231,Just What I Needed,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-232,Just What I Needed,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-233,Kingdom Equipment 101,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-234,Lady Daphanny's Altar,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-235,Life After Detour,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-236,Love Is An Action Word,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-237,Love Lucy,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-238,Love of My Life,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-239,Love of My Life,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-240,Melodies from Heaven,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-241,Memoir of a Black Christian Nationalist,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-242,Memoir of a Black Christian Nationalist,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-243,Memoir of a Black Christian Nationalist,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-244,Mirror of Refining Insight,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-245,Mirror of Refining Insight,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-246,Music Ministry Unplugged,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-247,My ABC's,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-248,Never Give Up On Love,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-249,Number 23 and Me,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-250,One Soul,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-251,Ordinary People Searching for Greatness,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-252,Ordinary People Searching for Greatness,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-253,Peaches Can Do It!,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-254,Pieces of Me All Over the Place,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-255,Pretty Wings,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-256,Seasons of Life,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-257,She,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-258,SHE,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-259,Support Beyond the Cycle,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-260,Taylor Made,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-261,Taylor Made,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-262,Taylor Made,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-263,The ESSENCE of Life,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-264,"The Essence of Life, Love Letters to Christ",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-265,"The Essence of Life, Love Letters to Christ",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-266,The Girl with the Ebony Locs and the Three Bears,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-267,The Great Hair Restart,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-268,The Great Hair Restart,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-269,The Great Hair Restart,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-270,The Great Hair Restart,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-271,The Great Hair Restart,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-272,The Healed Me,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-273,The Healed Me,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-274,The Hood,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-275,The Master's Piece,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-276,The Master's Piece,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-277,The Messenger,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-278,The Never Before Told Story of the Gelatin Monster,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-279,The Never Before Told Story of the Gelatin Monster,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-280,The Princess and the Black-eyed Pea,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-281,The Princess and the Black-eyed Pea,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-282,The Release of the Spirit,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-283,"The Sun, the Shadow, and the Silence",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-284,Uncomfortable Conversations with God,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-285,Understanding the Misunderstood,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-286,War Mother,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-287,Warrior's Breed,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-288,Warriors and Angels,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-289,What Goes up Must Come down Let's Face It,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-290,What Goes Up Must Come Down Let's Face It,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-291,When a Thug Meets Jesus,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-292,When Zuri Came to Earth,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-293,When Zuri Came to Earth,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-294,Why Faith Works for Some and Not for Others,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-295,Why Faith Works For Some And Not For Others,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-296,Words of a Troubled Soul,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-297,Words of A Troubled Soul,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-298,"Your brain has too much what, mommy??",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-299,"Your Brain Has Too Much What, Mommy??",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-300,Your Peace Is a Priority,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-301,Indomitable,PASS,NOT_APPLICABLE,TRUSTED_STAGE,NONE
W1-302,Establishing Glory: The Library,NOT_APPLICABLE,NOT_APPLICABLE,LEGACY_GOVERNED_EXCEPTION,NONE
W1-303,For What It's Worth,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-304,Memoir of a Black Christian Nationalist: Seeds of Liberation (Unabridged),NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-305,The Flame,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-306,The Messenger 2,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-307,Before You Were Born,NOT_APPLICABLE,NOT_APPLICABLE,LEGACY_GOVERNED_EXCEPTION,NONE
W1-308,WHOLENESS - BECOMING,NOT_APPLICABLE,NOT_APPLICABLE,LEGACY_GOVERNED_EXCEPTION,NONE
W1-309,100 Wisdom Lessons for Life and Living,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-310,27 Days to Overcoming Depression,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-311,365 Days of Transparency,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-312,7 Step Jumpstart to Becoming Your Best Self,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-313,A Blended Family,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-314,A Portrait of Paradise,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-315,A Principal's Tale,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-316,Abortion!,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-317,Aligned!,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-318,Almost Happy,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-319,Are You Sure That You Are Ready?,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-320,Because the Lord Is My Shepherd,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-321,BEE Careful,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-322,Biblical Prescriptions for Life's Troubles,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-323,Bodacious,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-324,Connected!,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-325,Conquer Your Fears and Win,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-326,Damaged,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-327,Delicious Ideas!,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-328,Destined to Break the Curse,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-329,Destined to Break the Curse Devotional,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-330,Discipline and Direction,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-331,Divinely Inspired,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-332,Establishing Glory: The Praise and Worship Handbook (2nd Edition),NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-333,"Focus, Trust, & Follow",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-334,For What It's Worth,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-335,Getting Back 2 Happy,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-336,"Girl, Did You Know... ?",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-337,"Girl, You're Not Crazy. You're Dealing with a Narcissist",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-338,God's Business Plan,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-339,God's Nudge,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-340,Have You Considered My Servant?,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-341,"Help God, I Am - the Collection",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-342,"Help God, I Am Afraid",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-343,"Help God, I Am Angry",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-344,"Help God, I Am Confused",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-345,"Help God, I Am Hurt",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-346,"Help God, I Am Lonely",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-347,"Help God, I Am Lost",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-348,"Help God, I Am Sad",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-349,Hodge Podge of Life,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-350,I Am My Worst Enemy!,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-351,Inspirations from God,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-352,Jalen Becomes a Big Brother,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-353,Jewels by Lady J,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-354,Kingdom Equipment 101,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-355,Lady Daphanny's Altar,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-356,Let Me Tell You About It,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-357,Life after Detour,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-358,Love Is an Action Word,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-359,Love Lucy,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-360,Love of My Life,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-361,Loving the Addict,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-362,Memoir of a Black Christian Nationalist,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-363,Mirror of Refining Insight,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-364,More Than a Village,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-365,Music Ministry Unplugged,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-366,Music Ministry Unplugged: Real Lessons for Those who Lead and Serve in Music Ministry,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-367,My ABC's,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-368,Never Give up on Love,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-369,Number 23 and Me,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-370,One Soul,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-371,Ordinary People Searching for Greatness,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-372,Peaches Can Do It!,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-373,Pieces of Me All over the Place,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-374,Seasons of Life,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-375,Speech Therapy Works!,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-376,Support Beyond the Cycle,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-377,Taylor Made,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-378,The Celestial Advantage,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-379,The Celestial Advantage,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-380,The Conquest of Azenga,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-381,The Fight for the Promiseland,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-382,The Fight for the Promiseland: Battle Strategies for Victorious People,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-383,The Girl with the Ebony Locs and the Three Bears,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-384,The Great Hair Restart,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-385,The Healed Me,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-386,The Hood,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-387,The Journey,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-388,The Master's Piece,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-389,The Messenger,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-390,The Messenger 2,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-391,The Paper Champ,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
