row,legacy_sku,legacy_name,category,legacy_price,matrix_v11_equivalent,source_disposition,final_ruling,surviving_authority,amendment_required,final_rationale,missing_fact,owner,review_date,migration_status,amended_candidate_diff,evidence_source
63,JMP-EDIT-DEV,Developmental Editing,Uncategorized,$0.08/word,,MIGRATE-AS-IS,MIGRATE,JMP-EDIT-DEV,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
64,JMP-EDIT-EVAL,Manuscript Evaluation,Uncategorized,$295,,MIGRATE-AS-IS,MIGRATE,JMP-EDIT-EVAL,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
65,JMP-EDIT-LINE,Line Editing,Uncategorized,$0.05/word,,MIGRATE-AS-IS,MIGRATE,JMP-EDIT-LINE,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
66,JMP-EDIT-PROOF,Proofreading,Uncategorized,$0.02/word,,MIGRATE-AS-IS,MIGRATE,JMP-EDIT-PROOF,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
67,JMP-EDU-BIBLESTUDY,Bible Study Kit Creation,Uncategorized,$495,,MIGRATE-AS-IS,MIGRATE,JMP-EDU-BIBLESTUDY,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
68,JMP-EDU-COURSE,Self-Paced Publishing Course,Uncategorized,$197,,MIGRATE-AS-IS,MIGRATE,JMP-EDU-COURSE,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
69,JMP-EDU-WORKSHOP,Author Workshop (Virtual),Uncategorized,$97/attendee,,MIGRATE-AS-IS,MIGRATE,JMP-EDU-WORKSHOP,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
70,JMP-GHOST-ANTHOLOGY,Anthology Creation,Uncategorized,TBD,,PROVISIONAL,PROVISIONAL,Jackie ruling required,,"Business model, authority, and activation requirements are not fully proven; do not activate until Jackie ruling resolves the exception.","Activation authority, public offer scope, pricing, owner, and operational readiness not confirmed.",Jackie / Publishing governance,2026-08-15,HOLD,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
71,JMP-GHOST-EXTENDED,Ghostwriting - Extended (50K-75K words),Uncategorized,"$25,000",,MIGRATE-AS-IS,MIGRATE,JMP-GHOST-EXTENDED,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
72,JMP-GHOST-PREMIUM,Ghostwriting - Premium (75K-100K words),Uncategorized,"$35,000",,MIGRATE-AS-IS,MIGRATE,JMP-GHOST-PREMIUM,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
73,JMP-GHOST-SHORT,Ghostwriting - Short (10K-25K words),Uncategorized,"$7,500",,MIGRATE-AS-IS,MIGRATE,JMP-GHOST-SHORT,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
74,JMP-GHOST-STANDARD,Ghostwriting - Standard (25K-50K words),Uncategorized,"$15,000",,MIGRATE-AS-IS,MIGRATE,JMP-GHOST-STANDARD,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
75,JMP-LEGAL-COPYRIGHT,Copyright Registration Filing,Uncategorized,$95-$125,,MIGRATE-AS-IS,MIGRATE,JMP-LEGAL-COPYRIGHT,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
76,JMP-LEGAL-REVIEW,Publishing Agreement Review,Uncategorized,$195,,MIGRATE-AS-IS,MIGRATE,JMP-LEGAL-REVIEW,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
77,JMP-MKT-ADSMGT,Ads Guidance (monthly),Uncategorized,$250/mo,,MIGRATE-AS-IS,MIGRATE,JMP-MKT-ADSMGT,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
78,JMP-MKT-ADSSET,Ads Setup (Amazon/Meta/Google),Uncategorized,$350,,MIGRATE-AS-IS,MIGRATE,JMP-MKT-ADSSET,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
79,JMP-MKT-ARC,ARC Campaign Management,Uncategorized,$650,,MIGRATE-AS-IS,MIGRATE,JMP-MKT-ARC,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
80,JMP-MKT-DESC,Book Description & Sales Copy,Uncategorized,$195,,MIGRATE-AS-IS,MIGRATE,JMP-MKT-DESC,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
81,JMP-MKT-INGRAMADS,Ingram iD Campaign Setup,Uncategorized,$195-$295,,MIGRATE-AS-IS,MIGRATE,JMP-MKT-INGRAMADS,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
82,JMP-MKT-LAUNCH,Launch Strategy Session,Uncategorized,$395,,MIGRATE-AS-IS,MIGRATE,JMP-MKT-LAUNCH,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
83,JMP-MKT-LAUNCHKIT,Complete Launch Strategy Plan,Uncategorized,"$1,995",,MIGRATE-AS-IS,MIGRATE,JMP-MKT-LAUNCHKIT,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
84,JMP-MKT-PREORDER,Pre-Order Campaign Setup,Uncategorized,$195-$295,,MIGRATE-AS-IS,MIGRATE,JMP-MKT-PREORDER,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
85,JMP-MKT-PRESS,Press Release Distribution,Uncategorized,$495,,MIGRATE-AS-IS,MIGRATE,JMP-MKT-PRESS,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
86,JMP-MKT-REELS,Short-Form Video Kit (BookTok/Reels),Uncategorized,$495,,MIGRATE-AS-IS,MIGRATE,JMP-MKT-REELS,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
87,JMP-MKT-SERIAL,Serialization Strategy,Uncategorized,$195,JMP-SER-DIGITAL-06 / JMP-SER-DIGITAL-12,MIGRATE-AMENDED,AMEND,JMP-SER-DIGITAL-06 / JMP-SER-DIGITAL-12,Map the serialized-release execution component to JMP-SER-DIGITAL-06 or JMP-SER-DIGITAL-12; retain only non-duplicative marketing strategy services.,Serialized marketing work overlaps Matrix serialized-release programs; retain only a distinct strategy/advisory scope or merge into the named serialized program SKUs.,,Jackie / Publishing governance,2026-08-15,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
88,JMP-MKT-SOCIAL,Social Strategy & Content Kit,Uncategorized,$395,,MIGRATE-AS-IS,MIGRATE,JMP-MKT-SOCIAL,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
89,JMP-OPS-RUSH,Rush Production Upgrade,Uncategorized,+25%,,MIGRATE-AS-IS,MIGRATE,JMP-OPS-RUSH,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
90,JMP-PARTNER-PARTNER,Publishing Partner (≤2 titles/yr),Uncategorized,"$9,000/yr",,MIGRATE-AS-IS,MIGRATE,JMP-PARTNER-PARTNER,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,Amended worksheet changed source wording; final ruling remains controlled by 104-row worksheet unless separately approved.,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
91,JMP-PARTNER-SIGNATURE,Signature Author (≤3 titles/yr),Uncategorized,"$15,000/yr",,MIGRATE-AS-IS,MIGRATE,JMP-PARTNER-SIGNATURE,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,Amended worksheet changed source wording; final ruling remains controlled by 104-row worksheet unless separately approved.,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
92,JMP-PKG-CHILD,Children's Package (author provides art),Uncategorized,"$2,495",,MIGRATE-AS-IS,MIGRATE,JMP-PKG-CHILD,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
93,JMP-PKG-PRO,and JMP-PKG-SIGNATURE. Add-on upsell for JMP-PKG-STARTER (,Uncategorized,"$4,500",JMP-PKG-PRO,MIGRATE-AS-IS,MIGRATE,JMP-PKG-PRO,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
94,JMP-PKG-SIGNATURE,Signature Publishing Partnership (≤100K words),Uncategorized,"$7,500",JMP-PKG-PREMIER / JM Signature funding track,SUPERSEDED,MERGE,JMP-PKG-PREMIER / JM Signature funding track,Use matrix_v11_equivalent as surviving authority.,Legacy SKU is not an active independent offer; preserve history and migrate operational authority to the named Matrix/package/funding equivalent.,,Catalog implementation owner,,MIGRATE_TO_SURVIVING_AUTHORITY,Amended worksheet changed source wording; final ruling remains controlled by 104-row worksheet unless separately approved.,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
95,JMP-PKG-STARTER,Starter Publishing Package (≤50K words),Uncategorized,"$1,999",JMP-PKG-STARTER,MIGRATE-AS-IS,MIGRATE,JMP-PKG-STARTER,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
96,JMP-POST-ROYALTY,Royalty Dashboard,Uncategorized,Incl. (subs),,MIGRATE-AS-IS,MIGRATE,JMP-POST-ROYALTY,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
97,JMP-RIGHTS-CATALOG,Rights Catalog Creation,Uncategorized,$750,,MIGRATE-AS-IS,MIGRATE,JMP-RIGHTS-CATALOG,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
98,JMP-RIGHTS-FILM,Film/TV Rights Representation,Uncategorized,20%,,PROVISIONAL,PROVISIONAL,Jackie ruling required,,"Business model, authority, and activation requirements are not fully proven; do not activate until Jackie ruling resolves the exception.","Activation authority, public offer scope, pricing, owner, and operational readiness not confirmed.",Jackie / Publishing governance,2026-08-15,HOLD,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
99,JMP-RIGHTS-FOREIGN,Foreign Rights Representation,Uncategorized,20%,,PROVISIONAL,PROVISIONAL,Jackie ruling required,,"Business model, authority, and activation requirements are not fully proven; do not activate until Jackie ruling resolves the exception.","Activation authority, public offer scope, pricing, owner, and operational readiness not confirmed.",Jackie / Publishing governance,2026-08-15,HOLD,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
100,JMP-RIGHTS-MINISTRY,Ministry Bulk Licensing,Uncategorized,20%,,MIGRATE-AS-IS,MIGRATE,JMP-RIGHTS-MINISTRY,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
101,JMP-SUB-AI,AI Plan (incl. dashboard),Uncategorized,$249/mo,,MIGRATE-AS-IS,MIGRATE,JMP-SUB-AI,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
102,JMP-SUB-COMMUNITY,Community,Uncategorized,$79/mo,,MIGRATE-AS-IS,MIGRATE,JMP-SUB-COMMUNITY,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
103,JMP-SUB-MARKETING,Marketing (incl. dashboard),Uncategorized,$199/mo,,MIGRATE-AS-IS,MIGRATE,JMP-SUB-MARKETING,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
104,JMP-SUB-SUPPORT,Support (incl. royalty dashboard),Uncategorized,$149/mo,,MIGRATE-AS-IS,MIGRATE,JMP-SUB-SUPPORT,,Legacy catalog row is valid for migration with no Matrix v1.1 replacement identified in the governing worksheet.,,Catalog implementation owner,,ELIGIBLE_FOR_IMPLEMENTATION_AFTER_CATALOG_DEPLOYMENT_AUTHORIZATION,,2026-07-20-JMP-Catalog-Reconciliation-Worksheet.csv
