"Title / Working Title","Author Public/Pen Name","LifecycleContext","OperationallyActive","Automation Safe?","AutomationLane","ReconciliationReason","Flags","NextManualRecoveryAction"
"Number 23 and Me","Wayne Pounds","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Never Give Up On Love","Pamela Smith","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Never Give up on Love","Pamela Smith","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Number 23 and Me","Wayne Pounds","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"One Soul","Veronica Brown","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"My ABC's","Christy Grogg","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Naughty Tales","Jaylonna Stevette","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Music Ministry Unplugged","Will Harris","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Music Ministry Unplugged","Will Harris","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Naughty Tales","Jaylonna Stevette","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"My ABC's","Christy Grogg","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"More Than a Village","Carolyn Booker-Pierce","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Mirror of Refining Insight","Marvin Grayson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Memoir of a Black Christian Nationalist","Shelley McIntosh","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"More Than A Village","Carolyn Booker-Pierce","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Memoir of a Black Christian Nationalist","Shelley McIntosh","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Memoir of a Black Christian Nationalist","Shelley McIntosh","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Mirror of Refining Insight","Marvin Grayson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Mirror of Refining Insight","Marvin Grayson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Love of My Life","Thaddues Smith","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Love of My Life","Thaddues Smith","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Love of My Life","Thaddues Smith","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Memoir of a Black Christian Nationalist","Shelley McIntosh","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Loving the Addict","Carolyn Booker-Pierce","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Melodies From Heaven","Bailery Cunningham","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Melodies from Heaven","Bailery Cunningham","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Loving the Addict","Carolyn Booker-Pierce","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Love Lucy","Diane Johnson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Life after Detour","Deanna Jones","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Life After Detour","Deanna Jones","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Let Me Tell You About It","Lisa Clark","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Love Is an Action Word","Kurt Broadnax","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Love Is An Action Word","Kurt Broadnax","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Let Me Tell You about It","Lisa Clark","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Love Lucy","Diane Johnson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Just What I Needed","Adrean Young","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Jewels by Lady J","Janet Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Kingdom Equipment 101","Terry Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Lady Daphanny's Altar","Daphanny Baker","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Just What I Needed","Adrean Young","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Jewels by Lady J","Janet Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Kingdom Equipment 101","Terry Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Lady Daphanny's Altar","Daphanny Baker","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Inspirations from God","Edith Clay","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Jalen Becomes a Big Brother","Deborah Eiland","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Jewels by Lady J","Janet Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Inner Peace Through Life's Storms","KD Heard","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Jalen Becomes a Big Brother","Deborah Eiland","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Inner Peace Through Life's Storms","KD Heard","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Jalen Becomes a Big Brother","Deborah Eiland","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Inspirations from God","Edith Clay","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Sad","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Hodge Podge of Life","Mildred Beard","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"I Am My Worst Enemy!","Maurche Reed","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Lost","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"I Am My Worst Enemy!","Maurche Reed","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Hop, Hop, Hop","Tawana Mars","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Sad","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Hodge Podge of Life","Mildred Beard","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Hop, Hop, Hop","Tawana Mars","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Hurt","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Lonely","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Confused","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Hurt","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Lonely","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Confused","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Lost","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Angry","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Afraid","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Afraid","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am Angry","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am - the Collection","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Have You Considered My Servant?","Jaylonna Stevette","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Have You Considered My Servant?","Jaylonna Stevette","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am - The Collection","Cheryl Travis","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"God's Business Plan","Terry Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Grandmothers Educating Minds","Toni Kleckley","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"God's Nudge","Tekisha Wimbush","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"God's Word for This World","Thomas Johnson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"God’s Business Plan","Terry Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"God’s Business Plan","Terry Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Grandmothers Educating Minds","Toni Kleckley","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"God's Nudge","Tekisha Wimbush","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"God's Word For This World","Thomas Johnson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Girl, Did You Know... ?","Kimberly Reeder","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"From Stylist to CEO","Karen Hill","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Girl, Did You Know...?","Kimberly Reeder","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Getting Back 2 Happy: The Chronicles of Tabby (Unabridged)","Jaylonna Stevette","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Girl, You're Not Crazy. You're Dealing With a Narcissist","Carolyn Booker-Pierce","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Getting Back 2 Happy","Jaylonna Stevette","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Girl, You're Not Crazy. You're Dealing with a Narcissist","Carolyn Booker-Pierce","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Getting Back 2 Happy","Jaylonna Stevette","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Focus, Trust, & Follow","Shana Byrd","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"For What It's Worth","Kelli Milligan Stammen","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"From Stylist to CEO","Karen Hill","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory: The Relationship Handbook","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Focus, Trust, & Follow","Shana Byrd","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"From Stylist to CEO","Karen Hill","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"For What It's Worth","Kelli Milligan Stammen","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory: The Praise and Worship Handbook","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory: The Praise and Worship Handbook (2nd Edition)","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory: The Praise and Worship Handbook","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory 2","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory 2","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory 2","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory 3","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory 3","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory 3","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Divinely Inspired","Regina Scales","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Divinely Inspired","Regina Scales","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
